pitch_angle,pitch_target,pitch_speed,pitch_speed_target,pitch_output,pitch_angle_kp,pitch_angle_ki,pitch_angle_kd,pitch_speed_kp,pitch_speed_ki,pitch_speed_kd,pitch_ff_output,yaw_ff_output
0.46,0.00,-36.00,-42.26,-700.25,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
0.17,0.00,-36.00,-36.17,-636.35,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-0.10,0.00,-24.00,-30.45,-702.29,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-0.35,0.00,-24.00,-25.30,-648.19,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-0.56,0.00,-24.00,-20.83,-601.30,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-0.76,0.00,-24.00,-16.72,-558.07,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-0.93,0.00,-18.00,-12.97,-581.70,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-1.10,0.00,-18.00,-9.38,-543.96,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-1.25,0.00,-12.00,-6.27,-574.19,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-1.39,0.00,-12.00,-3.36,-543.67,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-1.51,0.00,-12.00,-0.90,-517.74,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-1.62,0.00,-12.00,1.38,-493.70,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-1.71,0.00,-6.00,3.36,-535.93,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-1.80,0.00,-6.00,5.21,-516.47,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-1.87,0.00,-6.00,6.73,-500.41,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-1.93,0.00,0.00,8.07,-549.31,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-1.99,0.00,-6.00,9.24,-473.98,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.03,0.00,0.00,10.13,-527.54,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.07,0.00,0.00,11.05,-517.82,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.10,0.00,-6.00,11.77,-447.22,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.13,0.00,0.00,12.41,-503.39,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.17,0.00,0.00,13.08,-496.25,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.19,0.00,0.00,13.67,-489.99,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.22,0.00,0.00,14.19,-484.55,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.24,0.00,0.00,14.66,-479.52,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.26,0.00,0.00,15.08,-474.98,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.27,0.00,0.00,15.43,-471.27,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.29,0.00,0.00,15.71,-468.27,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.29,0.00,0.00,15.92,-465.94,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.30,0.00,0.00,16.11,-463.86,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.31,0.00,0.00,16.27,-462.10,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.32,0.00,0.00,16.41,-460.57,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.32,0.00,0.00,16.54,-459.14,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.33,0.00,0.00,16.65,-457.87,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.33,0.00,0.00,16.77,-456.54,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.34,0.00,0.00,16.91,-455.02,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.34,0.00,0.00,17.03,-453.63,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.35,0.00,0.00,17.15,-452.29,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.35,0.00,0.00,17.25,-451.13,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.35,0.00,0.00,17.33,-450.24,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.35,0.00,0.00,17.38,-449.59,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.36,0.00,0.00,17.44,-448.84,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.36,0.00,0.00,17.50,-448.20,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.36,0.00,0.00,17.55,-447.58,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.36,0.00,0.00,17.61,-446.83,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.36,0.00,0.00,17.67,-446.15,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.37,0.00,0.00,17.75,-445.18,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.37,0.00,0.00,17.79,-444.74,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.37,0.00,0.00,17.84,-444.07,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.37,0.00,0.00,17.87,-443.72,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.37,0.00,0.00,17.92,-443.09,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.37,0.00,0.00,17.97,-442.42,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.37,0.00,0.00,18.01,-441.89,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.38,0.00,0.00,18.08,-441.15,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.38,0.00,0.00,18.15,-440.26,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.38,0.00,0.00,18.20,-439.65,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.38,0.00,0.00,18.25,-439.04,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.38,0.00,0.00,18.32,-438.28,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.38,0.00,0.00,18.34,-437.95,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.39,0.00,0.00,18.37,-437.52,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.39,0.00,0.00,18.41,-437.01,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.39,0.00,0.00,18.44,-436.58,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.39,0.00,0.00,18.46,-436.33,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.39,0.00,0.00,18.50,-435.74,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.39,0.00,0.00,18.55,-435.14,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.39,0.00,0.00,18.60,-434.59,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.39,0.00,0.00,18.63,-434.09,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.39,0.00,0.00,18.68,-433.51,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.39,0.00,0.00,18.72,-433.04,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.40,0.00,0.00,18.77,-432.40,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.40,0.00,0.00,18.79,-432.04,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.40,0.00,0.00,18.83,-431.56,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.40,0.00,0.00,18.88,-430.92,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.40,0.00,0.00,18.93,-430.31,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.40,0.00,0.00,18.98,-429.69,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.40,0.00,0.00,19.02,-429.14,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.40,0.00,0.00,19.05,-428.73,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.40,0.00,0.00,19.07,-428.46,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.40,0.00,0.00,19.10,-428.06,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.40,0.00,0.00,19.14,-427.60,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.40,0.00,0.00,19.16,-427.29,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.41,0.00,0.00,19.19,-426.84,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.41,0.00,0.00,19.23,-426.37,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.40,0.00,0.00,19.14,-427.12,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.40,0.00,0.00,19.19,-426.57,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.41,0.00,0.00,19.26,-425.68,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.41,0.00,0.00,19.36,-424.55,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.41,0.00,0.00,19.46,-423.39,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.42,0.00,0.00,19.53,-422.60,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.42,0.00,0.00,19.69,-420.86,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.43,0.00,0.00,19.85,-419.05,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.43,0.00,0.00,19.99,-417.50,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.44,0.00,0.00,20.13,-415.91,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.44,0.00,0.00,20.21,-414.91,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.45,0.00,0.00,20.30,-413.95,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.45,0.00,0.00,20.36,-413.13,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.45,0.00,0.00,20.40,-412.65,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.45,0.00,0.00,20.38,-412.77,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.45,0.00,0.00,20.36,-412.85,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.45,0.00,0.00,20.35,-412.82,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.45,0.00,0.00,20.37,-412.58,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.44,0.00,0.00,20.36,-412.52,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.44,0.00,0.00,20.37,-412.35,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.44,0.00,0.00,20.37,-412.21,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.44,0.00,0.00,20.37,-412.15,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.44,0.00,0.00,20.35,-412.21,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.44,0.00,0.00,20.35,-412.20,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.44,0.00,0.00,20.32,-412.40,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.43,0.00,0.00,20.29,-412.55,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.43,0.00,0.00,20.29,-412.45,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.43,0.00,0.00,20.28,-412.53,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.43,0.00,0.00,20.27,-412.46,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.43,0.00,0.00,20.28,-412.26,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.43,0.00,0.00,20.32,-411.73,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.43,0.00,0.00,20.41,-410.75,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.44,0.00,0.00,20.53,-409.39,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.45,0.00,0.00,20.66,-407.85,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.45,0.00,0.00,20.80,-406.28,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.46,0.00,0.00,20.93,-404.82,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.46,0.00,0.00,21.09,-403.10,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,21.19,-401.85,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,21.32,-400.43,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.48,0.00,0.00,21.44,-399.07,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.48,0.00,0.00,21.53,-398.05,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.48,0.00,0.00,21.62,-396.96,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,21.70,-396.05,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,21.75,-395.34,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,21.78,-394.99,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,21.81,-394.56,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,21.83,-394.18,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,21.89,-393.46,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,21.94,-392.81,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,21.98,-392.31,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.50,0.00,0.00,22.05,-391.43,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.50,0.00,0.00,22.09,-390.89,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.50,0.00,0.00,22.08,-390.88,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,22.05,-391.08,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,22.00,-391.56,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,21.92,-392.26,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.48,0.00,0.00,21.82,-393.22,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,21.73,-394.05,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,21.68,-394.43,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,21.64,-394.75,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,21.62,-394.88,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,21.61,-394.82,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.46,0.00,0.00,21.59,-394.97,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.46,0.00,0.00,21.63,-394.44,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,21.67,-393.95,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,21.67,-393.78,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.46,0.00,0.00,21.67,-393.74,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,21.71,-393.17,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,21.73,-392.81,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,21.78,-392.26,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,21.83,-391.58,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,21.86,-391.20,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,21.88,-390.84,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,21.88,-390.76,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,21.88,-390.59,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,21.89,-390.36,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.46,0.00,0.00,21.86,-390.60,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.46,0.00,0.00,21.84,-390.68,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.46,0.00,0.00,21.84,-390.61,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.46,0.00,0.00,21.83,-390.58,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.46,0.00,0.00,21.85,-390.31,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.46,0.00,0.00,21.85,-390.17,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.46,0.00,0.00,21.85,-390.05,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.46,0.00,0.00,21.88,-389.62,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.46,0.00,0.00,21.90,-389.32,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.46,0.00,0.00,21.94,-388.81,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.46,0.00,0.00,21.98,-388.26,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.46,0.00,0.00,22.01,-387.80,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.46,0.00,0.00,22.07,-387.15,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.46,0.00,0.00,22.10,-386.68,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.46,0.00,0.00,22.13,-386.29,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,22.16,-385.82,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,22.18,-385.48,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.46,0.00,0.00,22.18,-385.39,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.46,0.00,0.00,22.17,-385.39,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.46,0.00,0.00,22.21,-384.88,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.46,0.00,0.00,22.24,-384.40,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,22.29,-383.83,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,22.32,-383.38,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,22.37,-382.77,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,22.41,-382.23,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,22.44,-381.78,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,22.47,-381.33,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,22.48,-381.12,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,22.50,-380.79,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,22.50,-380.73,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,22.52,-380.37,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,22.53,-380.13,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,22.55,-379.80,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,22.59,-379.28,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,22.62,-378.87,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,22.66,-378.29,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,22.69,-377.93,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,22.74,-377.22,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,22.79,-376.65,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,22.78,-376.57,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.47,0.00,0.00,22.82,-376.03,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.48,0.00,0.00,22.87,-375.40,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.48,0.00,0.00,22.91,-374.89,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.48,0.00,0.00,22.96,-374.23,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.48,0.00,0.00,23.04,-373.31,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.48,0.00,0.00,23.07,-372.86,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.48,0.00,0.00,23.09,-372.59,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.48,0.00,0.00,23.11,-372.21,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.48,0.00,0.00,23.14,-371.81,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.48,0.00,0.00,23.16,-371.47,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.48,0.00,0.00,23.19,-371.01,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.48,0.00,0.00,23.22,-370.58,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,23.28,-369.89,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,23.33,-369.18,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,23.36,-368.83,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,23.37,-368.58,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,23.37,-368.45,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,23.40,-367.97,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,23.41,-367.82,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,23.41,-367.70,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,23.43,-367.31,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,23.45,-367.05,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,23.51,-366.32,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,23.54,-365.84,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,23.60,-365.08,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,23.67,-364.28,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.50,0.00,0.00,23.75,-363.30,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.50,0.00,0.00,23.82,-362.47,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.50,0.00,0.00,23.90,-361.43,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.50,0.00,0.00,23.93,-361.05,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.50,0.00,0.00,23.97,-360.52,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.50,0.00,0.00,23.97,-360.43,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.50,0.00,0.00,23.95,-360.49,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.50,0.00,0.00,23.92,-360.69,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.50,0.00,0.00,23.89,-360.91,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,23.88,-360.86,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,23.87,-360.88,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,23.86,-360.84,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,23.83,-360.97,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,23.85,-360.71,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,23.85,-360.59,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,23.88,-360.16,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,23.91,-359.65,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,23.95,-359.14,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,23.97,-358.78,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,24.02,-358.19,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,24.07,-357.57,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,24.08,-357.28,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,24.11,-356.87,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,24.15,-356.34,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,24.17,-355.98,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.49,0.00,0.00,24.19,-355.63,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.50,0.00,0.00,24.25,-354.90,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.50,0.00,0.00,24.27,-354.56,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.50,0.00,0.00,24.29,-354.23,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.50,0.00,0.00,24.33,-353.69,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.50,0.00,0.00,24.35,-353.39,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
