pitch_angle,pitch_target,pitch_speed,pitch_speed_target,pitch_output,pitch_angle_kp,pitch_angle_ki,pitch_angle_kd,pitch_speed_kp,pitch_speed_ki,pitch_speed_kd,pitch_ff_output,yaw_ff_output
47.07,0.00,96.00,-500.00,-7061.24,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
47.67,0.00,96.00,-500.00,-7064.22,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
48.25,0.00,96.00,-500.00,-7067.20,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
48.82,0.00,96.00,-500.00,-7070.18,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
49.38,0.00,96.00,-500.00,-7073.16,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
49.92,0.00,90.00,-500.00,-7013.11,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
50.45,0.00,84.00,-500.00,-6953.03,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
50.98,0.00,84.00,-500.00,-6955.95,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
51.50,0.00,78.00,-500.00,-6895.84,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
52.01,0.00,78.00,-500.00,-6898.73,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
52.50,0.00,78.00,-500.00,-6901.62,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
52.99,0.00,78.00,-500.00,-6904.51,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
53.47,0.00,84.00,-500.00,-6970.43,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
53.93,0.00,84.00,-500.00,-6973.35,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
54.38,0.00,84.00,-500.00,-6976.27,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
54.82,0.00,84.00,-500.00,-6979.19,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
55.25,0.00,78.00,-500.00,-6919.08,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
55.67,0.00,78.00,-500.00,-6921.97,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
56.09,0.00,78.00,-500.00,-6924.86,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
56.50,0.00,78.00,-500.00,-6927.75,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
56.90,0.00,72.00,-500.00,-6867.61,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
57.29,0.00,78.00,-500.00,-6933.50,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
57.67,0.00,78.00,-500.00,-6936.39,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
58.06,0.00,72.00,-500.00,-6876.25,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
58.43,0.00,72.00,-500.00,-6879.11,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
58.81,0.00,72.00,-500.00,-6881.97,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
59.19,0.00,72.00,-500.00,-6884.83,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
59.56,0.00,60.00,-500.00,-6761.63,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
59.92,0.00,60.00,-500.00,-6764.43,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
60.27,0.00,60.00,-500.00,-6767.23,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
60.62,0.00,66.00,-500.00,-6833.06,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
60.95,0.00,60.00,-500.00,-6772.86,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
61.28,0.00,60.00,-500.00,-6775.66,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
61.60,0.00,60.00,-500.00,-6778.46,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
61.91,0.00,60.00,-500.00,-6781.26,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
62.22,0.00,60.00,-500.00,-6784.06,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
62.52,0.00,54.00,-500.00,-6723.83,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
62.82,0.00,48.00,-500.00,-6663.57,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
63.12,0.00,48.00,-500.00,-6666.31,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
63.41,0.00,48.00,-500.00,-6669.05,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
63.69,0.00,42.00,-500.00,-6608.76,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
63.95,0.00,30.00,-500.00,-6485.41,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
64.21,0.00,30.00,-500.00,-6488.06,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
64.45,0.00,30.00,-500.00,-6490.71,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
64.68,0.00,24.00,-500.00,-6430.33,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
64.89,0.00,18.00,-500.00,-6369.92,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
65.08,0.00,18.00,-500.00,-6372.51,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
65.25,0.00,6.00,-500.00,-6249.04,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
65.40,0.00,0.00,-500.00,-6188.54,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
65.50,0.00,0.00,-500.00,-6191.04,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
65.58,0.00,0.00,-500.00,-6193.54,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
65.63,0.00,-12.00,-500.00,-6069.98,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
65.65,0.00,-18.00,-500.00,-6009.39,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
65.64,0.00,-24.00,-500.00,-5948.77,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
65.61,0.00,-36.00,-500.00,-5825.09,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
65.56,0.00,-48.00,-500.00,-5701.35,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
65.43,0.00,-60.00,-500.00,-5577.55,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
65.30,0.00,-72.00,-500.00,-5453.69,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
65.13,0.00,-90.00,-500.00,-5266.74,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
64.91,0.00,-96.00,-500.00,-5205.76,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
64.64,0.00,-102.00,-500.00,-5144.75,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
64.34,0.00,-120.00,-500.00,-4957.65,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
63.98,0.00,-138.00,-500.00,-4770.46,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
63.57,0.00,-150.00,-500.00,-4646.21,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
63.12,0.00,-168.00,-500.00,-4458.87,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
62.62,0.00,-180.00,-500.00,-4334.47,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
62.06,0.00,-186.00,-500.00,-4273.04,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
61.43,0.00,-186.00,-500.00,-4274.61,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
60.76,0.00,-198.00,-500.00,-4150.12,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
60.02,0.00,-204.00,-500.00,-4088.60,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
59.24,0.00,-216.00,-500.00,-3964.02,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
58.40,0.00,-210.00,-500.00,-4028.47,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
57.51,0.00,-216.00,-500.00,-3966.89,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
56.56,0.00,-228.00,-500.00,-3842.25,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
55.57,0.00,-240.00,-500.00,-3717.55,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
54.54,0.00,-252.00,-500.00,-3592.79,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
53.45,0.00,-240.00,-500.00,-3720.09,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
52.31,0.00,-228.00,-500.00,-3847.45,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
51.15,0.00,-240.00,-500.00,-3722.75,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
49.97,0.00,-270.00,-500.00,-3408.90,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
48.76,0.00,-246.00,-500.00,-3662.17,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
47.51,0.00,-240.00,-500.00,-3726.47,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
46.27,0.00,-258.00,-500.00,-3538.68,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
45.02,0.00,-282.00,-500.00,-3287.77,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
43.74,0.00,-270.00,-500.00,-3414.92,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
42.44,0.00,-240.00,-500.00,-3731.22,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
41.14,0.00,-240.00,-500.00,-3732.52,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
39.85,0.00,-270.00,-500.00,-3418.67,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
38.50,0.00,-276.00,-500.00,-3356.79,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
37.19,0.00,-258.00,-500.00,-3547.00,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
35.88,0.00,-252.00,-500.00,-3611.24,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
34.56,0.00,-264.00,-500.00,-3486.42,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
33.24,0.00,-258.00,-500.00,-3550.63,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
31.93,0.00,-246.00,-500.00,-3677.90,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
30.63,0.00,-264.00,-500.00,-3490.08,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
29.34,0.00,-264.00,-500.00,-3491.26,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
28.05,0.00,-258.00,-500.00,-3555.47,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
26.78,0.00,-252.00,-500.00,-3619.71,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
25.51,0.00,-252.00,-500.00,-3620.95,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
24.25,0.00,-258.00,-500.00,-3559.16,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
22.98,0.00,-264.00,-500.00,-3497.34,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
21.74,0.00,-252.00,-500.00,-3624.58,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
20.50,0.00,-252.00,-500.00,-3625.82,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
19.28,0.00,-252.00,-486.37,-3483.88,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
18.04,0.00,-258.00,-460.51,-3150.32,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
16.80,0.00,-246.00,-434.51,-3004.28,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
15.54,0.00,-228.00,-408.24,-2918.34,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
14.29,0.00,-216.00,-382.10,-2770.68,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
13.05,0.00,-186.00,-356.21,-2814.75,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
11.83,0.00,-168.00,-330.62,-2735.89,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
10.65,0.00,-174.00,-305.99,-2414.89,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
9.52,0.00,-174.00,-282.33,-2167.05,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
8.45,0.00,-168.00,-259.84,-1994.29,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
7.40,0.00,-150.00,-237.95,-1953.87,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
6.40,0.00,-132.00,-216.85,-1921.76,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
5.43,0.00,-126.00,-196.68,-1773.42,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
4.53,0.00,-120.00,-177.66,-1636.93,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
3.66,0.00,-114.00,-159.48,-1509.32,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
2.84,0.00,-108.00,-142.36,-1392.68,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
2.08,0.00,-90.00,-126.35,-1413.79,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
1.36,0.00,-84.00,-111.21,-1317.98,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
0.69,0.00,-78.00,-97.18,-1233.69,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
0.07,0.00,-72.00,-82.48,-1142.45,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-0.50,0.00,-66.00,-70.42,-1078.82,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-1.03,0.00,-60.00,-59.31,-1025.13,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-1.52,0.00,-54.00,-49.04,-980.30,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-1.97,0.00,-54.00,-39.54,-880.44,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.39,0.00,-42.00,-30.82,-914.81,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-2.78,0.00,-36.00,-22.62,-891.69,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-3.13,0.00,-36.00,-15.19,-813.61,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-3.45,0.00,-36.00,-8.52,-743.35,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-3.73,0.00,-24.00,-2.44,-805.44,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-4.00,0.00,-24.00,3.24,-745.62,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-4.24,0.00,-18.00,8.20,-756.42,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-4.45,0.00,-18.00,12.76,-708.42,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-4.64,0.00,-18.00,16.77,-666.13,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-4.82,0.00,-18.00,20.45,-627.30,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-4.97,0.00,-12.00,23.79,-655.08,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-5.12,0.00,-12.00,26.94,-621.80,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-5.25,0.00,-12.00,29.67,-592.87,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-5.37,0.00,-6.00,32.18,-629.43,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-5.48,0.00,-6.00,34.47,-605.11,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-5.57,0.00,-6.00,36.44,-584.21,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-5.65,0.00,-6.00,38.20,-565.51,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-5.73,0.00,-12.00,39.91,-484.28,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-5.79,0.00,0.00,41.24,-596.14,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-5.85,0.00,0.00,42.56,-582.06,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-5.90,0.00,-6.00,43.57,-508.20,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-5.93,0.00,0.00,44.39,-562.36,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-5.97,0.00,0.00,45.27,-552.87,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.01,0.00,0.00,46.06,-544.45,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.04,0.00,-6.00,46.74,-473.95,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.06,0.00,0.00,47.33,-530.60,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.09,0.00,0.00,47.99,-523.44,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.12,0.00,0.00,48.59,-516.90,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.14,0.00,0.00,49.13,-510.98,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.16,0.00,0.00,49.57,-506.05,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.18,0.00,0.00,49.96,-501.73,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.19,0.00,0.00,50.32,-497.72,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.21,0.00,0.00,50.64,-494.03,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.22,0.00,0.00,50.93,-490.77,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.23,0.00,0.00,51.18,-487.94,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.24,0.00,0.00,51.46,-484.71,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.25,0.00,0.00,51.71,-481.78,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.26,0.00,0.00,51.97,-478.85,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.27,0.00,0.00,52.19,-476.22,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.28,0.00,0.00,52.41,-473.65,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.28,0.00,0.00,52.60,-471.45,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.29,0.00,0.00,52.77,-469.40,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.29,0.00,0.00,52.92,-467.54,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.30,0.00,0.00,53.05,-465.91,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.30,0.00,0.00,53.21,-464.00,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.31,0.00,0.00,53.33,-462.42,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.31,0.00,0.00,53.48,-460.60,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.31,0.00,0.00,53.61,-458.91,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.32,0.00,0.00,53.73,-457.42,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.32,0.00,0.00,53.84,-456.00,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.32,0.00,0.00,53.93,-454.82,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.32,0.00,0.00,54.01,-453.72,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.33,0.00,0.00,54.08,-452.70,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.33,0.00,0.00,54.14,-451.75,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.33,0.00,0.00,54.23,-450.55,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.33,0.00,0.00,54.32,-449.38,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.33,0.00,0.00,54.40,-448.23,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.33,0.00,0.00,54.47,-447.17,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.34,0.00,0.00,54.58,-445.81,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.34,0.00,0.00,54.68,-444.45,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.34,0.00,0.00,54.74,-443.52,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.34,0.00,0.00,54.81,-442.55,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.34,0.00,0.00,54.88,-441.53,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.34,0.00,0.00,54.94,-440.60,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.34,0.00,0.00,55.01,-439.59,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.34,0.00,0.00,55.10,-438.39,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.35,0.00,0.00,55.20,-437.12,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.35,0.00,0.00,55.29,-435.86,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.35,0.00,0.00,55.40,-434.47,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.35,0.00,0.00,55.49,-433.18,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.36,0.00,0.00,55.58,-432.00,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.36,0.00,0.00,55.64,-431.08,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.36,0.00,0.00,55.69,-430.30,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.36,0.00,0.00,55.74,-429.43,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.36,0.00,0.00,55.81,-428.45,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.36,0.00,0.00,55.87,-427.56,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.36,0.00,0.00,55.96,-426.33,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.36,0.00,0.00,56.02,-425.38,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.36,0.00,0.00,56.09,-424.35,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.36,0.00,0.00,56.17,-423.24,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.37,0.00,0.00,56.27,-421.95,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.37,0.00,0.00,56.35,-420.86,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.37,0.00,0.00,56.41,-419.93,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.37,0.00,0.00,56.45,-419.18,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.37,0.00,0.00,56.53,-418.13,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.37,0.00,0.00,56.59,-417.17,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.37,0.00,0.00,56.66,-416.10,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.37,0.00,0.00,56.76,-414.85,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.37,0.00,0.00,56.80,-414.14,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.38,0.00,0.00,56.89,-412.94,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.38,0.00,0.00,56.96,-411.88,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.38,0.00,0.00,56.99,-411.32,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.37,0.00,0.00,57.02,-410.62,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.37,0.00,0.00,57.07,-409.86,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.38,0.00,0.00,57.14,-408.84,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.38,0.00,0.00,57.19,-408.05,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.38,0.00,0.00,57.28,-406.78,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.38,0.00,0.00,57.36,-405.68,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.38,0.00,0.00,57.42,-404.71,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.38,0.00,0.00,57.48,-403.86,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.38,0.00,0.00,57.53,-402.99,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.38,0.00,0.00,57.58,-402.24,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.38,0.00,0.00,57.64,-401.27,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.38,0.00,0.00,57.70,-400.33,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.38,0.00,0.00,57.74,-399.62,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.38,0.00,0.00,57.82,-398.49,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.38,0.00,0.00,57.90,-397.43,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.39,0.00,0.00,57.98,-396.26,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.39,0.00,0.00,58.06,-395.14,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.39,0.00,0.00,58.13,-394.14,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.39,0.00,0.00,58.20,-393.12,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.39,0.00,0.00,58.29,-391.82,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.39,0.00,0.00,58.39,-390.48,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.40,0.00,0.00,58.47,-389.37,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.40,0.00,0.00,58.53,-388.47,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.40,0.00,0.00,58.58,-387.61,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.40,0.00,0.00,58.67,-386.40,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.40,0.00,0.00,58.73,-385.48,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.40,0.00,0.00,58.78,-384.69,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.40,0.00,0.00,58.84,-383.77,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.40,0.00,0.00,58.91,-382.70,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.40,0.00,0.00,58.96,-381.93,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.40,0.00,0.00,58.99,-381.25,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.40,0.00,0.00,59.06,-380.25,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
-6.40,0.00,0.00,59.11,-379.47,21.00,1.50,0.00,10.50,1.00,0.00,0.00,0.00
